gender,age,certification_area,grad_date,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8,Q9_1,Q9_2,Q10,Q11,Q12,Q14
0,0,0,2,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,"Throughout this process, a new way was found for me to manage classroom behavior. Not only did it help students to monitor themselves individually, but it also helped them to stay motivated to work as a team towards their goals. The main challenge was reinforcing the beans earned to students displaying desired behavior rather than focusing on those who were not doing so. I found it interesting when I would pick up a handful of beans and walked around, students seemed to straighten up and exemplify desired behavior if they weren't before.",4.0,4.0,"Throughout this process, I learned that my students are creatures of habit. When I began awarding beans first thing in the morning, they were more conscious of their behavior for the rest of the day. If I would remember to give out beans later in the day, their behavior seemed more inconsistent. Overall, I learned that my students achieve more when they work as a team. From experience, their individual incentives in our classroom tend to get forgotten about, but group incentives in our class typically get earned much quicker and more frequently. As a supporter of learning, I learned that I get better results when positive reinforcement is involved. ","Before conducting this study, I truly did not think I was capable of creating and maintaining my own behavior management. I have always just gone along and implemented the previous routines and procedures in my mentor's classroom. I learned that I am capable of creating a positive classroom management technique that helps students individually and helps to build classroom culture. ","After this study, I have realized that many students respected me and were more willing to show desired behavior when I positively reinforced their actions. By the end of the study, the intended outcome was to decrease outbursts and disruptions during instruction time through positive reinforcement and incentives. This was the only main outcome that was intended and that did occur. This was ultimately achieved by the end of the three week study. ",0
1,0,2,2,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,"Conducting the study was a challenge as I felt that things were constantly not going my way, but this caused my to adapt and adjust my study to accommodate these challenges.",4.0,4.0,"I have learned that my students are much more responsive to cooperative learning, and enjoy interacting and discussing the classes content together.",This study impacted my perception of myself as a teacher as it showed me the importance of finding the best teaching practices in order to give my students the best education possible.,"As a result of my study, I found that students were more receptive to cooperative learning activities within the classroom on average. This is the outcome I intended to find, sadly due to shortened timeframe for my study, I did not recognize and unexpected outcomes.",0
0,0,0,2,3.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,"I found the main challenge that I had was with time. I was behind on data gathering from the start because of IRB and when I wanted to get started my school was doing practice LEAP testing. I also had a struggle with putting my findings into a data chart to fully explain what I had learned. 
I did find it interesting how much I did find out about this student and trying different aspects of my research to find what worked and what did not work for this student.",4.0,5.0,I learned that the student I researched does well with a reward system and that he also works well with consistent positive praises. I made it a point to constantly give him oral praises with positive reinforcements. ,Conducting this study may have impacted my perception of myself as a teacher because I now can see how differentiated my instruction needs to be between different students because every student is different and may need to learn in different ways.,"In my study I found that this student works best with structure. He also works well with a reward system and when he is working towards something. I noticed that this student has less frustration and anxiety during subjects he is more comfortable with like reading. Where as in math, the student tended to get more off task and result in frustration because the student was not comfortable with this subject. This is when I used one on one instruction and positive reinforcement with the student and saw improvements.",0
0,0,1,2,1.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,"The students who never give me problems (never talked) in the classroom were the ones who loved the ""Blurt Beans"" strategy the most. ",3.0,3.0,"I learned that not all students react to behavior management strategies in the same way. For instance, the students who have major blurting tendencies were not fazed by the ""Blurt Beans"" strategy. ","This strategy made me realize that not as ""on top"" of things as a teacher. Some days I would not take beans from blurting students and give them more opportunities to fix their behaviors. ","Overall, the blurt beans strategy is not effective for all types of students. This strategy worked exceptionally for a child with minor blurting tendencies. ",0
0,0,2,2,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,"I think the biggest set back was how long it took to get IRB approval. My only suggestion would be to speed up the beginning process as much as possible and get the IRB applications in sooner so that we have more then just the end of the semester to conduct the study. So many of us planned our study and February and didn't actually flush it out till April which means we could be teaching in a completely different unit and style depending on testing and residency schedules. I completely understand how this hard juggle but maybe doubling up on some of the earlier assignments, specifically the smaller ones, can help with this. ",4.0,2.0,I definitely learned that their influence on each other is much stronger than mine. But if I find ways to use that to my advantage then I can still assert my authority over the classroom environment.,It made me realize I am not a strict teacher. That is definitely something I'm gonna have to work on. It's easy for me to let things slide but I have to work on  being consistent. ,I expected most of the outcomes. They followed a common pattern throughout the year. Students start out the week less talkative and then gradually get more out of hand with their behavior. This reflected in my study but I was shocked to see the self regulation that set in place for several of the students in the study as we neared the end and got closer to their incentive. ,0
0,0,2,2,5.0,5.0,3.0,5.0,3.0,3.0,3.0,2.0,5.0,The process was a bit fast. Everything needed to be completed in a small time frame. ,3.0,3.0,"Students often lack in accountability, but when guided can increase their responsibility ",N/a,All outcomes seemed to be met within my study. ,1
0,1,3,1,3.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,It was interesting to see that by using the guided notes the students actually paid more attention during instruction. ,2.0,3.0,I learned that my students do much better when they have an outline of notes to follow during instruction. It is easier for them to distinguish between the important topics and less important topics. ,I learned that I can test my strategies through studies in the classroom to find out if they will actually work. ,"The outcomes that I intended to find where that guided notes helped increase student test scores, this outcome did occur at the end of the study. 

Some outcomes that emerged unexpectedly were higher attention from students during instruction and higher participation in class discussion, which I contributed to student being able to study their notes at home so they are more familiar with the material and in turn are more confident when participating in class. ",0
0,0,2,1,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,I liked seeing students' positive reactions to the study and seeing how the study actually helped them in the end. ,5.0,3.0,"Most students need the push towards self reflection and accountability, but once they get into the routine of constantly reflecting on class and their understanding, their grade will reflect that positive change. ","I will definitely include some sort of self-reflection into my lessons, whether it be weekly or daily. I liked using it as an exit ticket and using the written responses as a way to slightly tweak my lesson as the day goes on to better fit my students. ","I intended to find an increase in participation in class since the students were instructed to grade themselves on participation. I intended for some students to not participate at all, which did happen at first, but eventually, all students submitted responses each time they were assigned an exit ticket. I did not expect to see such a drastic increase in grades on some students in such a short period of time. ",1
0,0,1,1,3.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,"I really enjoyed the challenge of trying something new in the classroom in order to illicit change. It was also a great outlet for creativity in the classroom, which any teacher can appreciate! I think the most challenging part of the project for me was finding an issue that we could study quantifiably within the classroom. Once the issue was chosen and my research question was developed, though, it was essentially smooth sailing from there. ",4.0,5.0,"I have learned that students thrive from positive recognition and that incentives do work, as opposed to only giving punishments for students who do not follow expectations. ","Teachers are often seen as the facilitators of learning among students, but we often forget that we are always learning in the classroom along with our students. Through this research project, I was reminded that there is always something new to learn and discover, even for teachers. ","I found that, overall, my students did receive less conduct marks as a result of the VIP table incentive. Because of the fact that we did move students to different tables and our students did take over the conduct mark and VIP table tally tracking jobs in second and third week, there were many changing variables that may have made our results less conclusive. I would love to see if our students continue to receive less conduct marks through the end of the semester now that consistency has settled within our classes. ",0
0,0,0,1,5.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,This research allowed the students to improve on blurting during instructional time. I am able to carry out this research after the three weeks and now the students raise their hand for the most part without the incentives. ,4.0,4.0,I learned that some students were blurting out answers right away and not allowing think time for other students. Now I am able to hear all students answers by them raising their hand. ,"As a teacher, I have realized that checking for students understanding is very important. Making sure that all students are heard is very important. If students are constantly blurting out, instructional time is lost and teachers are not able to get through the lesson. ","The outcome that I found is that children are very motivated by rewards. Children will try to perform better when an incentive is in place. They need something to work for, and all of the students in the research have improved on blurting out. Still today all of the students raise their hand instead of blurting out during instructional time. ",0
0,0,0,1,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,"Throughout this research process, I've learned the positive impacts that introducing non-verbal hand signals had in the classroom. Kindergartners are always so eager to learn and blurting is a part of them being excited to share. I did not want to make them any less eager, rather than incorporate something that would help them share their thoughts more easily. Introducing non-verbal hand signals gave students easy access and shortcuts to getting what they needed whether it be going to the bathroom or sharing the answer. The challenge of this process was finding rewards/incentives that would excite and encourage each student. I was so excited to see how the chosen incentives helped students become more engaged in lessons and aided in classroom management. ",5.0,5.0,"I learned the important role that hand signals can play in classroom management. This changed how fluent each lesson would go. I learned that the students weren't blurting to be disrespectful, rather they just were so eager to share and blurting was the fastest way for them to get their ideas out. Giving students hand signals to use helped them to quickly and non-verbally ask for the bathroom without disrupting the lesson. I learned how impactful nonverbal hand signals can be in my future classroom. ","Conducting this study made me feel more inclined to solve problems as a lead teacher and made me feel more confident in my classroom management skills. I was able to identify a problem, research, and solve the problem. This was so important to me as a future teacher because I was able to discover and achieve things on my own as if I were the lead teacher. This process boosted my self-confidence in tackling difficult areas of management on my own. ","The outcomes of this study showed that students are more motivated when they are interested in the benefits and incentives of the process. Two out of three students showed consistent improvement from weeks 1, 2, and 3. One student showed no improvement with the study. For this student, I incorporated more reminders and positive feedback. Although this student did not improve, he did begin using hand signals more and waiting to be called on instead of often blurting. One student who showed consistent progress in the study surprised me. I realized that watching other students receive incentives encouraged this student to do what she needed to do to reach their goal. ",0
1,0,3,1,3.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,"This allowed me to step into the shoes of middle schoolers and see what motivated them, as well as how quickly a student can make adjustments when there is a goal in sight.",3.0,2.0,I learned that my students are eager to join in on the fun that the rest of the class is having. Organization is something that a lot of students lack in middle school.,This changed my perspective by showing me how much of a change students can make when their outcomes are communicated to them.,I found that even these student's grades increased as a result of this emphasis on organization. Students who had a messy backpack at the beginning of the study started showing improvement in their organizational skills and as a result took more pride in their work and work area.,0
0,0,1,1,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,"The pluses of this process was that we found new ways to improve on something that we found was bugging us. The most challenging part of the process was deciding what to do with the research once it was done being conducted. In other words the best way to analyze and represent what was found. The IRB form took a while to fill out, but the different documents that the professor had us write before the form, like the data gathering plan and completing the consent and assent forms beforehand was extremely helpful.  
It was also interesting when we presented out findings because it was interesting to see what bugged other teachers and what their solution was and if it worked. ",5.0,4.0,"I learned that sometimes students make noise when working independently unconsciously and once they realized they were making the noise, they stopped. These students started to understand when they make noise and made a conscious effort to work quietly. ",Conducting this study helped me to feel more confident in myself as a teacher because it helped me to realize I can always improve as a teacher and I can always learn new ways to improve.,I intended to find out if students could work quietly if they had a visual feedback and rewards to motivate them. I found that having visual feedback and a reward were effective methods to reduce students noise making levels. I unexpectedly found that some students were making noises unconsciously and once they realized they stopped. ,0
0,0,1,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,The plus of this process is that I was able to successfully implement a strategy in my classroom that I can use today.,5.0,5.0,I learned that my students just need extrinsic motivation.,This study helped me realize that I am able to change students' outlook on organization.,The students progressed greatly by bringing all items to and from class at the end of the study.,0
0,0,3,2,2.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,A few challenges was always remembering to encourage the students and remind them about the reward they would get for completing their assignment. ,3.0,3.0,"I learned that some students will work hard if there is a reward, but there are also students who are not willing to do their work or seek help even if there is a reward. ","This helped me to see how things are constantly changing in the classroom and as a teacher, it is important to do research and try new things to help students learn and grow. ","I found that some students will not complete their homework even if there is a weekly reward. Going into this, I did not have a set expectation or outcome. ",1
0,1,1,2,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,"Navigating the intricacies of strategizing and monitoring for effectiveness presents both opportunities and challenges. The process offers adaptability, allowing for flexible adjustments based on real-time data and observations, fostering continuous improvement and learning. However, finding effective strategies amidst complexity can be daunting, as it requires careful analysis and resource allocation. Balancing short-term wins with long-term goals adds another layer of complexity. Yet, amidst the challenges lie intriguing elements: deciphering data patterns, innovating strategically, managing complexity, and embracing the dynamic feedback loop. Ultimately, by addressing these challenges and embracing the process's interesting facets, one can navigate it effectively and derive valuable insights and outcomes.",5.0,5.0,"Through observing two students employing different strategies to improve smooth transitions, I've gleaned a valuable lesson: while minor struggles may arise initially, significant improvement can be achieved in the end. Witnessing the contrast in their approaches highlighted the individuality of learning styles and the effectiveness of tailored strategies. One student's method may not seamlessly translate to another's success, emphasizing the importance of personalized approaches. This realization underscores the need for flexibility and experimentation in educational interventions, as what works for one student may not necessarily work for another. Ultimately, understanding that different strategies yield varying outcomes for different students has deepened my appreciation for the complexity of learning and teaching dynamics.","Conducting this study has reinforced the need for personalized teaching methods, emphasizing that different strategies yield varying outcomes for students. It has highlighted the importance of perseverance and patience in supporting students through challenges, leading to eventual improvement. Additionally, it has inspired me to continually explore innovative teaching methods to meet diverse student needs, ultimately making me a more responsive and effective educator.","The outcome of my study on smooth transitions met my expectations, as the use of a timer for timed transitions and organization skills proved effective. However, what surprised me was the variation in the time each student needed and their reactions to the different strategies implemented. This unexpected result highlighted the individuality of student learning styles and reinforced the importance of personalized approaches in education.",0
0,0,3,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,"During this process, I enjoyed having the opportunity to look into a problem deeper and trying to find ways to help my students. One of the challenges I faced was having to constantly remind the students about the reward. I had to try to get them excited so they would do their work. ",3.0,3.0,"I learned that not all students respond to rewards. When having a reward in place, this may help students who are already doing their work, but it may not help the students who were not previously doing their work. ",This survey helped me to see that I am capable of conducting research to benefit my students. ,"Going into this, I did not have a set intended outcome in mind. I was hopeful that more students would complete their homework, but I did not want to get my hopes up too much. Therefor when it was found that rewards do not always motivate students, I was not surprised with the outcome. ",0
0,0,1,3,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,I found that many students were keen on the intervention studied as it became more like a game to them. My mentor teacher and I are going to be continuing using this intervention for the remainder of my time in my residency placement. ,3.0,3.0,"I learned that my students are more goal and competition oriented. They like the idea of being told what the end goal is and meeting it before their peers. It might take some longer to meet it than others. When they are given a goal, they like to see who can acheive it first. They see doing something first as ""winning"". ",I learned that trying new interventions with students can be easier than I assumed. It did not take much effort to implement the intervention that I tried in the study. I assumed that it would be difficult to keep up with. I am now ready to try a variety of interventions with my future classes if one is needed. ,"I intended to see students start to follow directions more quickly. All but one of my students who participated in the study were able to do so. I found that students saw beating a countdown as a game and they were excited to ""win"". ",1
0,0,0,3,3.0,1.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,I found this project to be pretty cool. It was interesting to see how something as simple as a checklist could really benefit students. The only challenges I faced is not having full school weeks. I had to alter how I collected data based on this. I just know that this is something I can even simplify more for when I start to teach in August.,4.0,3.0,"I learned that candy was a huge motivation for my students. I learned that when students are fully prepared, they are fully engaged in the lesson!","I did not think I could do research. It showed me that I can try anything! Just like being a teacher, trying things makes you better! You live and learn!",I first thought that all students would get 100% each day. I was nervous I wouldn’t have any findings. But I trusted the process and found that for one there are external factors that can influence outcomes and two there are motivational factors that can influence the outcomes. I didn’t expect one of the students to improve during each week! I was surprised at their determination. I also didn’t truly expect one of the students to get 100% each day just because they lack a lot of focus. ,0
0,0,2,3,5.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,"One challenge was the timeline waiting for IRB. That was the most stressful and put me back a day in my research. Another was the timeline for the study. The three weeks went in the middle of spring break so the students had to be reminded of the study when they returned. 
Interesting was how much thought went into the research process. ",5.0,4.0,"I learned that students do respond well to positive incentives and they want to earn them. Therefore, they are more likely to do their homework. I also learned how I want to go about giving homework in my future classroom from researching different methods. ","Since my study was a success, it showed me that I can research new, innovative ways for my classroom and students in the future. ","I expected to find that more students would do their homework from this study. I did not think that they would have wanted to continue the competitions after the three-week period, but they did. ",0
0,0,1,3,5.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,The pluses of this process was that I got to practice more behavior management strategies and learn about different incentives and the success of them. The challenge was definitely the days where one student was absent and the day of the Easter party. I was surprised that the stickers and mystery prize incentive was more helpful than the gator bucks. They love their gator bucks. I think it was because it was something new and different. m  ,4.0,4.0,"I learned that student need incentives switched up every now and then, especially in 5th grade. They get bored of the same incentive all year. ",This study has impacted my perception of myself as a teacher because it has shown me how important it is for me to know when it is time to switch things up and try something new. ,I found that students' engagement improved the most with the sticker and mystery prize incentive. ,1
0,0,1,3,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,"I really enjoyed this process. I find the process of action research very interesting and it is something that I am interested in conducting again in my future classroom.

I did find it difficult to observe so many students at once, so in the future I may decide to select a smaller group of students.",4.0,3.0,"As a result of my study, I learned about different motivations for students to perform. Students were not rewarded extrinsically, however, they still wanted to perform well in order to score themselves on the checklist.",This study impacted my perception of myself as a teacher because it influenced teaching strategies that I will take into my classroom. This study taught me about the importance of explicit teaching and reinforcing of expectations.,"I hypothesized that the daily self-regulation checklist was going to impact the students' on-task behavior in a positive way. The results showed that, when the checklist criteria was reinforced, the student's on-task behaviors were higher.",0
0,0,1,3,1.0,1.0,5.0,4.0,4.0,4.0,2.0,1.0,1.0," For my inquiry project experience there were some positives and negative outcomes. Some positives were the students were prepared to learn when we began class by having all materials readily available. The students were also not only holding themselves accountable for the materials but their peers also. Some things I would have changed were the incentives on Mondays. The winning class was awarded with bringing a blanket to class on the following Monday for week 1. The winning class was rewarded with bringing a stuffed animal to class on the following Monday for week two. The winning class was rewarded with bringing snacks to class the following Monday on week three. This was a negative to have them bring things on the following Monday so most students forgot because of the long weekend which caused them to become upset. If I were to do the research again I would allow them to bring their stuff on Tuesday instead. It was interesting to see how students' organization developed in such a short period of time. Looking at my data it also showed how the classes progressed from week 1 to week three, which I thought was interesting to see. 
",5.0,5.0,I learned my students just needed something to guide them and motivate them to help with their organizational skills. ,I was losing patience with the organization and us wasting instructional time because of their organizational skills. This caused me to have to give lots of conduct marks and repeat myself many times. Instead of doing this I could have come up with solutions like this research to solve the problem. This helped me learn as a teacher that not only are we learning educational things from the curriculum but I could also help with life skills like organization to help us learn and develop. ,"The outcomes were that the point system, guides, and checklists did work for my students. They progressed tremendously from week 1 to week 3. It also helped alot with having more instructional time and not having to stop because of students losing materials. ",0
0,0,1,3,1.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,"I really enjoyed seeing my ideas to completion and producing data that supports what I had previously thought to be true. The most challenging aspect of this study was ensuring that the method in which I collected data was realistic. It was difficult to actively teach and ensure they were accurately tracking their own behavior. I made some adjustments and it went way smoother. The thing I loved most was the unintended progress. With this study, some of them showed some real progress in unintended aspects, such as honesty. ",3.0,4.0,I learned that if they can see their own behavioral progress through visuals then they can determine in which specific areas that they need to improve. This contributes to them focusing on improving that specific behavior. ,"It has revealed how even just a little intervention with a student goes a long way. Additionally, it taught me to never be scared to try something - the worst that can happen is if we will have to try something new to achieve our goals. ","Outcomes that I intended to find include an decrease in student misbehavior. Intended outcomes that did not occur included my ability to keep track of data on our paper sheet - I had to switch to digital. Outcomes that emerged unexpectedly included a lack of responsibility regarding their sheets, but an increase of honestly when completing their sheets. ",0
0,0,3,3,5.0,3.0,4.0,4.0,5.0,4.0,2.0,2.0,5.0,The chance to be proactive and gauge the effectiveness of my methods.,4.0,4.0,I learned that students' elaboration is based on confidence and group participation and that the model I used can help them not only in this discipline but also in others,I feel that I am more prepared to address classroom issues after doing this research because I have experience changing things up and gathering meaningful data.,I intended to find out it the R.A.C.E method used would help students elaborate on mathematical reasoning and it did. I didn't expect students' enjoyment of the exit ticket and peer review and I had hoped that students' question quality would improve but didn't expect an actual outcome. I was very excited to see the improvements in questions asked.,0
0,0,1,3,3.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,I really liked how we had to create a bug list to help identify a problem for us to hone in on. ,4.0,3.0,Students love trying to beat a timer. This strategy was effective. ,"Prior to my study, I did not see myself as a researcher. Now I know I can be both a teacher and researcher, and they go hand in hand. Research will help me better understand and teach my students. ",I intended to see students' transition times to decline (take less time to transition). This is the result that my data portrayed. ,1
0,1,0,3,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,This process was interesting to carry out and I didn't face many challenges. ,4.0,3.0,I learned that students need some sort of motivation.,I think taking time to collect data on your students in important to better understand each students needs.,"I ruled my outcomes as inconclusive. The study was done is a very short time frame, which two of the three weeks were not full weeks for students, and they had spring break in the middle. I think this hindered a true result of the study.  ",0
0,0,0,3,1.0,2.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,"The tangram puzzles were fun for students. Although it was challenging, it was a sort of break for them from the rigor of curriculum. It was interesting to watch the behavioral changes over the short period of the study. It was challenging to try to work one extra thing into an already packed schedule. Residency, residency assignments, and life already felt so heavy, to put a formal research project on the plate was stressful. Overall, the process was alright and I think in a more casual scale, all teachers do research like this frequently. ",4.0,3.0,I learned that tangram puzzles can be a useful tool to assist students in building their executive functioning skills. ,I think it impacted my perception of myself as a teacher by showing me that research is an important tool even if it is in an informal way. ,The outcomes I found as a result of my study was that kindergarten teachers can use tools to assist their students in gaining skills. I intended to find outcomes similar to what I found in that I expected students to be able to complete more tasks independently. One outcome that emerged unexpectedly was that I noticed some improvement in other cognitive abilities in the students. ,1
0,0,1,2,3.0,1.0,5.0,3.0,2.0,3.0,1.0,3.0,1.0,"Presenting my findings after I completed my research was the easiest part. At the beginning of my study I was very nervous about presenting but looking back, that was the best part.  ",5.0,3.0,I learned how sometimes my students just need words of encouragement to succeed.  ,"This study has impacted my perception as a teacher by allowing me to see first hand how to solve certain issues within the classroom and sometimes it is not a easy, quick fix. ",The outcomes I found from my study was how including and saying positive affirmations in a elementary classroom helps improve students test scores.  ,0
0,0,0,3,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,"One plus of this project is that I feel more prepared now about how to solve issues or concerns in my future classroom. The challenge that I found in this process is the limitations from absences, and inconsistent student behavior. An interview element was that the action I chose benefited some students more than others.",5.0,3.0,I learned that implementing an intervention allows you to learn what may or may work for certain students. It helped me learn more about the students personalities more as well.,It impacted me as a teacher by giving me practice with possible interventions. I also learned that if you start the process it’s easier to see what you can do better or change if students aren’t benefiting. ,"As I mentioned before, my intervention seemed to benefit some students more than others. That’s okay because I can see that it wouldn’t be so hard to find the intervention that would help each student.",1
1,0,2,3,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,"I think it opened my eyes to ways to improve my classroom, but was a lot to keep up with through the semester as my days were busier.",3.0,2.0,Those who establish routines stick to those routines.,There are things I can always do better.,"I was hoping that the intervention would cause a change, but with the participants I had there was very little difference.",0
0,0,0,3,2.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,"One plus of this process was seeing how excited the students were to work with me. The biggest plus was seeing growth in them. The challenges I faced were not being able to work with them every day throughout the study period because of absences, test days, and school closures.",5.0,4.0,I learned that giving a little extra time to struggling students can go a long way. ,It showed me that I have the ability to make a difference. ,"I was hoping to see the students be more engaged and excited about math. I noticed that this did happen when they were working with me, but as the study has ended they seem to have lost that drive again. ",0
0,0,0,3,3.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,The pluses of this process was getting to problem solve as a teacher. It was very mice to see a problem my mentor and I were facing be solved with my research. I enjoyed being able to find ways to fix challenges going on in the classroom. ,4.0,3.0,"In regards to my students, I learned that they do have a desire for learning/completing their homework, they just need support with finding motivational strategies. I also learned how different motivators impact my students and their learning. I want to be able to incorporate external motivation in my classroom that can lead to my students finding motivators that work for them. ",I think this study has impacted my perception of myself as a teacher because I know feel like I am able to solve my own classroom problems or find solutions to persisting challenges. I have a stronger confidence in my teaching ability and problem solving skills after doing this study. ,The outcomes found as a result of the study is the self monitoring charts have a positive impact on students motivation. It was really interesting to see how external motivators impact my students and their willingness to complete their homework. ,0
0,0,2,3,3.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,"I think that a big plus was forcing me to actually analyze students' interactions during the class period, and recognize how often critical thinking is being used. I think that a big challenge throughout the process was getting my students to speak, but once I did it was pretty easy after that.",5.0,4.0,I learned that my students are willing to talk if you give them genuine encouragement and let them know you want to hear them.,"I think it impacted my perception of myself as a teacher because it made me realize that I was not going deep enough with the content, and definitely needed to aim for far more critical thinking in the classrooms.","The outcomes of the study are that if you give students information beforehand, they will be more likely to participate in classroom discussions, especially if the students feel safe in the space. This was expected, and there were not any outcomes that came as a surprise and this was my only intended outcome for this research project.",0
1,0,2,3,4.0,1.0,3.0,4.0,3.0,2.0,4.0,1.0,2.0,"The biggest struggle was the time frame, everything felt very rushed. I really enjoyed designing my project from scratch.",2.0,4.0,My students do want to help one another and collaborate but can often get caught up in themselves and forget about those around them. They are also natural communicators and are comfortable expressing themselves.,"By conducting this study, I am much more confident in my abilities as a teacher to adjust to a variety of circumstances and utilize my creativity in my everyday life as an educator.","I intended to see that immersion through Dungeons and Dragons, the students would be more attuned to working as a team and highlighting the strengths of their peers. They were not as open and clear communicating with me as they were when talking with each other.",0
